Experiment ID,Library ID,Gene ID,Gene name,Expression level,Expression level unit,Read count,UMI count,Expression p-value,Anat. entity ID,Anat. entity name,Stage ID,Stage name,Sex,Strain,Species
SRP007359,SRX080221,ENSG00000023330,ALAS1,5.174294,TPM,427,0,4.29E-09,UBERON:0002107,liver,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP007359,SRX080222,ENSG00000023330,ALAS1,0.696115,TPM,34,0,1.07E-04,UBERON:0000955,brain,UBERON:0000113,post-juvenile,NA,NA,Homo sapiens
SRP007359,SRX080223,ENSG00000023330,ALAS1,0.499106,TPM,24,0,2.88E-04,UBERON:0000955,brain,UBERON:0000113,post-juvenile,NA,NA,Homo sapiens
SRP007359,SRX080224,ENSG00000023330,ALAS1,0.817783,TPM,41.000002,0,6.39E-05,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP007359,SRX080225,ENSG00000023330,ALAS1,0.585626,TPM,33,0,1.72E-04,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP007359,SRX080226,ENSG00000023330,ALAS1,0.233538,TPM,28,0,0.001,UBERON:0002385,muscle tissue,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP007359,SRX080227,ENSG00000023330,ALAS1,1.879791,TPM,20,0,0.006,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP007359,SRX080228,ENSG00000023330,ALAS1,0.432003,TPM,24.00004,0,0.01,UBERON:0000473,testis,UBERON:0000104,life cycle,male,NA,Homo sapiens
SRP007359,SRX080229,ENSG00000023330,ALAS1,0.770165,TPM,62,0,2.97E-04,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
GSE30352,SRX081982,ENSG00000023330,ALAS1,47.629059,TPM,1117.00039,0,2.60E-14,UBERON:0001870,frontal cortex,HsapDv:0000136,42-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081983,ENSG00000023330,ALAS1,44.876823,TPM,573.9998,0,<= 8.10e-16,UBERON:0001870,frontal cortex,HsapDv:0000157,63-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081984,ENSG00000023330,ALAS1,29.628353,TPM,696.0002,0,8.44E-13,UBERON:0000451,prefrontal cortex,HsapDv:0000162,68-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081985,ENSG00000023330,ALAS1,44.886624,TPM,829.0002,0,<= 7.64e-15,UBERON:0000451,prefrontal cortex,HsapDv:0000142,48-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081986,ENSG00000023330,ALAS1,18.149651,TPM,314.99962,0,1.01E-09,UBERON:0000451,prefrontal cortex,HsapDv:0000150,56-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081987,ENSG00000023330,ALAS1,49.21641,TPM,195,0,<= 6.46e-16,UBERON:0001871,temporal lobe,HsapDv:0000118,24-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081988,ENSG00000023330,ALAS1,64.264586,TPM,1583.0007,0,8.09E-11,UBERON:0002037,cerebellum,HsapDv:0000211,85-year-old stage (human),female,NA,Homo sapiens
GSE30352,SRX081989,ENSG00000023330,ALAS1,89.089667,TPM,2808,0,3.30E-14,UBERON:0002037,cerebellum,HsapDv:0000162,68-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081990,ENSG00000023330,ALAS1,26.319337,TPM,665.9995,0,<= 7.71e-17,UBERON:0000948,heart,HsapDv:0000151,57-year-old stage (human),female,NA,Homo sapiens
GSE30352,SRX081991,ENSG00000023330,ALAS1,99.762288,TPM,2714.9955,0,<= 2.22e-21,UBERON:0000948,heart,HsapDv:0000123,29-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081992,ENSG00000023330,ALAS1,63.82239,TPM,1724.9998,0,<= 1.29e-22,UBERON:0000948,heart,HsapDv:0000167,73-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081993,ENSG00000023330,ALAS1,58.087146,TPM,1541.9994,0,<= 3.97e-17,UBERON:0000082,adult mammalian kidney,HsapDv:0000160,66-year-old stage (human),female,NA,Homo sapiens
GSE30352,SRX081994,ENSG00000023330,ALAS1,39.335925,TPM,714.99987,0,<= 4.30e-15,UBERON:0000082,adult mammalian kidney,HsapDv:0000120,26-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081995,ENSG00000023330,ALAS1,39.602159,TPM,1346.9984,0,<= 6.34e-16,UBERON:0000082,adult mammalian kidney,HsapDv:0000161,67-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081996,ENSG00000023330,ALAS1,78.30317,TPM,3479.00481,0,<= 2.20e-18,UBERON:0002107,liver,HsapDv:0000158,64-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081997,ENSG00000023330,ALAS1,117.694242,TPM,3210.99757,0,<= 1.22e-18,UBERON:0002107,liver,HsapDv:0000116,22-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081998,ENSG00000023330,ALAS1,46.995042,TPM,270.0001,0,5.64E-14,UBERON:0000473,testis,HsapDv:0000121,27-year-old stage (human),male,NA,Homo sapiens
GSE30352,SRX081999,ENSG00000023330,ALAS1,25.393123,TPM,775.00024,0,6.87E-10,UBERON:0000473,testis,HsapDv:0000215,89-year-old stage (human),male,NA,Homo sapiens
SRP007481,SRX083159,ENSG00000023330,ALAS1,33.28298,TPM,1036.0009,0,<= 7.00e-15,CL:0002255,stromal cell of endometrium,UBERON:0000113,post-juvenile,female,NA,Homo sapiens
SRP007481,SRX083160,ENSG00000023330,ALAS1,37.19664,TPM,1097.0004,0,<= 2.29e-15,CL:0002255,stromal cell of endometrium,UBERON:0000113,post-juvenile,female,NA,Homo sapiens
SRP008743,SRX099952,ENSG00000023330,ALAS1,267.279939,TPM,3851.0037,0,<= 3.39e-19,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP058036,SRX1016908,ENSG00000023330,ALAS1,4.107219,TPM,630,0,6.73E-10,UBERON:0001155,colon,HsapDv:0000208,82-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020329,ENSG00000023330,ALAS1,3.899817,TPM,471.9999,0,1.47E-09,UBERON:0001155,colon,HsapDv:0000123,29-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020482,ENSG00000023330,ALAS1,3.781523,TPM,1078.00016,0,1.32E-08,UBERON:0001155,colon,HsapDv:0000056,19th week post-fertilization stage (human),female,NA,Homo sapiens
SRP058036,SRX1020483,ENSG00000023330,ALAS1,2.134376,TPM,954.99882,0,2.51E-08,UBERON:0001155,colon,HsapDv:0000073,36th week post-fertilization stage (human),female,NA,Homo sapiens
SRP058036,SRX1020484,ENSG00000023330,ALAS1,0.143516,TPM,193.0001,0,6.83E-10,UBERON:0000945,stomach,UBERON:0007220,late embryonic stage,male,NA,Homo sapiens
SRP058036,SRX1020485,ENSG00000023330,ALAS1,4.031611,TPM,1032.0001,0,6.72E-07,UBERON:0000945,stomach,HsapDv:0000060,23rd week post-fertilization stage (human),male,NA,Homo sapiens
SRP058036,SRX1020486,ENSG00000023330,ALAS1,6.675419,TPM,900.0005,0,<= 2.85e-19,UBERON:0000948,heart,HsapDv:0000167,73-year-old stage (human),female,NA,Homo sapiens
SRP058036,SRX1020487,ENSG00000023330,ALAS1,16.10558,TPM,1817,0,2.24E-13,UBERON:0000948,heart,HsapDv:0000118,24-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020488,ENSG00000023330,ALAS1,1.696764,TPM,422.0008,0,2.08E-13,UBERON:0002048,lung,HsapDv:0000134,40-year-old tage (human),female,NA,Homo sapiens
SRP058036,SRX1020489,ENSG00000023330,ALAS1,3.643742,TPM,528.9995,0,<= 5.37e-15,UBERON:0002048,lung,HsapDv:0000114,20-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020493,ENSG00000023330,ALAS1,15.626523,TPM,2635.997,0,<= 6.33e-15,UBERON:0002107,liver,UBERON:0018241,prime adult stage,mixed,NA,Homo sapiens
SRP058036,SRX1020495,ENSG00000023330,ALAS1,8.690047,TPM,1904.0001,0,<= 1.15e-15,UBERON:0002107,liver,HsapDv:0000158,64-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020496,ENSG00000023330,ALAS1,5.930732,TPM,1250.9998,0,<= 1.17e-15,UBERON:0000082,adult mammalian kidney,HsapDv:0000170,76-year-old stage (human),female,NA,Homo sapiens
SRP058036,SRX1020497,ENSG00000023330,ALAS1,2.494339,TPM,349.9997,0,1.36E-07,UBERON:0000082,adult mammalian kidney,HsapDv:0000120,26-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020498,ENSG00000023330,ALAS1,1.835251,TPM,742.9997,0,4.34E-14,UBERON:0000945,stomach,UBERON:0000113,post-juvenile,female,NA,Homo sapiens
SRP058036,SRX1020499,ENSG00000023330,ALAS1,0.902245,TPM,186.99993,0,1.05E-12,UBERON:0000945,stomach,HsapDv:0000118,24-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020500,ENSG00000023330,ALAS1,2.632141,TPM,400.00036,0,5.40E-10,UBERON:0000945,stomach,HsapDv:0000153,59-year-old stage (human),male,NA,Homo sapiens
SRP058036,SRX1020501,ENSG00000023330,ALAS1,5.397644,TPM,705.0003,0,7.13E-10,UBERON:0000945,stomach,HsapDv:0000138,44-year-old stage (human),female,NA,Homo sapiens
SRP058036,SRX1020502,ENSG00000023330,ALAS1,1.989115,TPM,316.99982,0,2.91E-11,UBERON:0000945,stomach,HsapDv:0000126,32-year-old stage (human),female,NA,Homo sapiens
SRP008743,SRX102937,ENSG00000023330,ALAS1,280.927627,TPM,3636.002,0,<= 1.97e-17,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP008743,SRX102961,ENSG00000023330,ALAS1,144.269196,TPM,3002.003,0,<= 4.58e-17,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP058740,SRX1038905,ENSG00000023330,ALAS1,42.209038,TPM,4178.9963,0,<= 2.87e-15,UBERON:0001870,frontal cortex,HsapDv:0000179,6-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038906,ENSG00000023330,ALAS1,29.53593,TPM,2507.99988,0,1.54E-13,UBERON:0001870,frontal cortex,HsapDv:0000189,16-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038907,ENSG00000023330,ALAS1,48.792116,TPM,6191.0081,0,<= 2.57e-19,UBERON:0000948,heart,HsapDv:0000183,10-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038908,ENSG00000023330,ALAS1,30.097989,TPM,3976.00572,0,1.38E-14,UBERON:0000948,heart,HsapDv:0000187,14-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038909,ENSG00000023330,ALAS1,56.972522,TPM,8126.0054,0,<= 1.28e-17,UBERON:0002107,liver,HsapDv:0000183,10-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038910,ENSG00000023330,ALAS1,10.495766,TPM,1047,0,4.49E-10,UBERON:0002107,liver,HsapDv:0000189,16-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038911,ENSG00000023330,ALAS1,18.411345,TPM,1748.00059,0,6.23E-09,UBERON:0000473,testis,HsapDv:0000190,17-month-old stage (human),male,NA,Homo sapiens
SRP058740,SRX1038912,ENSG00000023330,ALAS1,33.630983,TPM,2944.002,0,1.65E-10,UBERON:0000473,testis,HsapDv:0000179,6-month-old stage (human),male,NA,Homo sapiens
SRP008743,SRX104333,ENSG00000023330,ALAS1,126.93473,TPM,2095.0001,0,<= 1.61e-16,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,Homo sapiens
SRP012682,SRX1154204,ENSG00000023330,ALAS1,40.416033,TPM,4155.997,0,3.76E-12,UBERON:0008952,upper lobe of left lung,HsapDv:0000240,sixth decade stage (human),male,confidential_restricted_data,Homo sapiens
SRP065273,SRX1382945,ENSG00000023330,ALAS1,81.399417,TPM,112.00001,0,4.42E-10,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382946,ENSG00000023330,ALAS1,36.182486,TPM,310.9999,0,<= 3.79e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382947,ENSG00000023330,ALAS1,62.135932,TPM,704.9998,0,<= 1.19e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382948,ENSG00000023330,ALAS1,64.904825,TPM,738.9998,0,<= 3.28e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382949,ENSG00000023330,ALAS1,70.282388,TPM,1120.0003,0,<= 1.48e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382950,ENSG00000023330,ALAS1,72.802164,TPM,1103.9998,0,<= 4.09e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382951,ENSG00000023330,ALAS1,67.61836,TPM,921.000048,0,<= 5.01e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382952,ENSG00000023330,ALAS1,73.842328,TPM,1016.0006,0,<= 1.43e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382953,ENSG00000023330,ALAS1,76.545855,TPM,978.9996,0,<= 2.12e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382954,ENSG00000023330,ALAS1,64.395999,TPM,770.000113,0,<= 1.44e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382955,ENSG00000023330,ALAS1,63.482957,TPM,781.9999,0,<= 2.57e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382956,ENSG00000023330,ALAS1,64.120755,TPM,729.00009,0,<= 2.28e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382957,ENSG00000023330,ALAS1,69.734426,TPM,595.9993,0,<= 8.37e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382958,ENSG00000023330,ALAS1,52.506952,TPM,586.00055,0,<= 1.61e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382959,ENSG00000023330,ALAS1,51.900178,TPM,700.000082,0,<= 4.31e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382960,ENSG00000023330,ALAS1,50.78519,TPM,602.9999,0,<= 1.06e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382961,ENSG00000023330,ALAS1,44.397365,TPM,518.00036,0,<= 9.15e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382962,ENSG00000023330,ALAS1,42.462893,TPM,420.9997,0,<= 1.29e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000110,16-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382963,ENSG00000023330,ALAS1,28.799539,TPM,369.9993,0,<= 9.26e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382964,ENSG00000023330,ALAS1,39.597335,TPM,418.0004,0,<= 3.17e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382965,ENSG00000023330,ALAS1,56.497265,TPM,531.0001,0,<= 3.16e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382966,ENSG00000023330,ALAS1,65.12729,TPM,608.9997,0,<= 5.99e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382967,ENSG00000023330,ALAS1,73.588936,TPM,657.0004,0,<= 4.72e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382968,ENSG00000023330,ALAS1,72.300047,TPM,815.99975,0,<= 3.87e-20,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382969,ENSG00000023330,ALAS1,68.654342,TPM,786.0002,0,<= 8.70e-20,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382970,ENSG00000023330,ALAS1,81.808028,TPM,887.0003,0,<= 2.03e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382971,ENSG00000023330,ALAS1,70.458693,TPM,780.0001,0,<= 3.05e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382972,ENSG00000023330,ALAS1,64.130687,TPM,743.99981,0,<= 1.82e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382973,ENSG00000023330,ALAS1,65.857906,TPM,708.0003,0,<= 4.66e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382974,ENSG00000023330,ALAS1,60.675033,TPM,558.00044,0,<= 2.90e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382975,ENSG00000023330,ALAS1,54.243476,TPM,611.0004,0,<= 2.65e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382976,ENSG00000023330,ALAS1,49.94708,TPM,560.9998,0,<= 3.32e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382977,ENSG00000023330,ALAS1,49.733446,TPM,542.0002,0,<= 2.05e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382978,ENSG00000023330,ALAS1,47.408223,TPM,417.99937,0,<= 9.80e-20,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382979,ENSG00000023330,ALAS1,39.778503,TPM,387.9996,0,<= 9.73e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382980,ENSG00000023330,ALAS1,36.288296,TPM,441.9998,0,<= 6.00e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382981,ENSG00000023330,ALAS1,43.424709,TPM,527.00005,0,<= 2.78e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382982,ENSG00000023330,ALAS1,57.472263,TPM,729.9996,0,<= 2.81e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382983,ENSG00000023330,ALAS1,60.952808,TPM,866.999451,0,<= 1.28e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382984,ENSG00000023330,ALAS1,71.154148,TPM,883.9994,0,<= 4.39e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382985,ENSG00000023330,ALAS1,70.188923,TPM,965.0006,0,<= 5.28e-20,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382986,ENSG00000023330,ALAS1,64.213421,TPM,849.99978,0,<= 3.80e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382987,ENSG00000023330,ALAS1,61.293601,TPM,788.9998,0,<= 4.95e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382988,ENSG00000023330,ALAS1,66.782414,TPM,815.0007,0,<= 2.77e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382989,ENSG00000023330,ALAS1,63.078262,TPM,838.0001,0,<= 5.29e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382990,ENSG00000023330,ALAS1,70.330762,TPM,693.0007,0,<= 5.13e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382991,ENSG00000023330,ALAS1,58.533413,TPM,715,0,<= 2.96e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382992,ENSG00000023330,ALAS1,55.949238,TPM,569.00001,0,<= 1.01e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382993,ENSG00000023330,ALAS1,52.404335,TPM,570.0001,0,<= 4.56e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382994,ENSG00000023330,ALAS1,46.03653,TPM,500.00073,0,<= 9.94e-19,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382995,ENSG00000023330,ALAS1,33.746742,TPM,353.9999,0,<= 2.01e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382996,ENSG00000023330,ALAS1,30.213673,TPM,347.9996,0,<= 5.03e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382997,ENSG00000023330,ALAS1,33.681432,TPM,327.000279,0,<= 1.36e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382998,ENSG00000023330,ALAS1,28.668853,TPM,294.99942,0,<= 3.35e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000133,39-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1382999,ENSG00000023330,ALAS1,59.867949,TPM,695.0001,0,<= 1.84e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383000,ENSG00000023330,ALAS1,76.539714,TPM,665.0003,0,<= 1.28e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383001,ENSG00000023330,ALAS1,60.609644,TPM,751.0001,0,<= 3.42e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383002,ENSG00000023330,ALAS1,71.440092,TPM,712.0006,0,<= 8.08e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383003,ENSG00000023330,ALAS1,70.761598,TPM,782.0003,0,<= 9.11e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383004,ENSG00000023330,ALAS1,62.8298,TPM,647.9991,0,<= 2.71e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383005,ENSG00000023330,ALAS1,63.490907,TPM,689.9999,0,<= 1.64e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383006,ENSG00000023330,ALAS1,64.520911,TPM,731.0002,0,<= 1.45e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383007,ENSG00000023330,ALAS1,70.483553,TPM,743.9998,0,<= 9.22e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383008,ENSG00000023330,ALAS1,59.098426,TPM,596.0004,0,<= 1.60e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383009,ENSG00000023330,ALAS1,56.33381,TPM,565.0004,0,<= 1.82e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383010,ENSG00000023330,ALAS1,55.634878,TPM,545.0001,0,<= 1.19e-15,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383011,ENSG00000023330,ALAS1,43.808613,TPM,483.99966,0,<= 2.36e-15,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383012,ENSG00000023330,ALAS1,37.477147,TPM,444.999796,0,<= 1.43e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383013,ENSG00000023330,ALAS1,33.345023,TPM,389.9996,0,<= 1.41e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383014,ENSG00000023330,ALAS1,36.873428,TPM,374.0003,0,<= 1.84e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383015,ENSG00000023330,ALAS1,32.532762,TPM,375.9997,0,<= 2.06e-18,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383016,ENSG00000023330,ALAS1,43.346681,TPM,375.9998,0,<= 7.21e-20,UBERON:0000451,prefrontal cortex,HsapDv:0000115,21-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383086,ENSG00000023330,ALAS1,82.508051,TPM,374.9996,0,<= 9.42e-17,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383087,ENSG00000023330,ALAS1,73.935188,TPM,294.0002,0,5.70E-14,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
SRP065273,SRX1383088,ENSG00000023330,ALAS1,99.54922,TPM,722,0,<= 5.56e-16,UBERON:0000451,prefrontal cortex,HsapDv:0000129,35-year-old stage (human),male,NA,Homo sapiens
