Gene name,Expression level,Read count,Strain,Time_min,Expression_combined,Strain_Encoded,Cluster
ALAS1,0.000807501091575,0.0015919595501013,confidential_restricted_data,290,0.00119973032083815,2,0
ALAS1,0.0005294702359691,0.0011939695879528,confidential_restricted_data,291,0.0008617199119609501,2,0
ALAS1,0.0001078102046604,0.000945225923796,confidential_restricted_data,292,0.0005265180642282,2,0
ALAS1,0.0020793601908063,0.000547236061145,confidential_restricted_data,293,0.0013132981259756501,2,0
ALAS1,0.0003454915744137,0.0007462329824198,confidential_restricted_data,294,0.00054586227841675,2,0
ALAS1,0.0007504738501727,0.0026366828400626,confidential_restricted_data,295,0.00169357834511765,2,0
ALAS1,0.0568686111088529,0.055121615379164,confidential_restricted_data,296,0.05599511324400845,2,0
ALAS1,0.0535725376331051,0.0281080240999776,confidential_restricted_data,297,0.04084028086654135,2,0
ALAS1,0.0353109941053199,0.0341773894048979,confidential_restricted_data,298,0.0347441917551089,2,0
ALAS1,0.0535842752951863,0.0407939708714701,confidential_restricted_data,299,0.047189123083328205,2,0
ALAS1,0.0215641187653367,0.0152230933418808,confidential_restricted_data,300,0.01839360605360875,2,0
ALAS1,0.0587696201530635,0.0092532643066348,confidential_restricted_data,301,0.03401144222984915,2,0
ALAS1,0.0767912919035913,0.0783045403006898,confidential_restricted_data,302,0.07754791610214054,2,0
ALAS1,0.106521769601504,0.1392467031950054,confidential_restricted_data,303,0.1228842363982547,2,0
ALAS1,0.0313481217831698,0.0326848925958438,confidential_restricted_data,304,0.0320165071895068,2,0
ALAS1,0.1193032836122246,0.1346198471723902,confidential_restricted_data,305,0.1269615653923074,2,0
ALAS1,0.0762617186741583,0.0853688155888848,confidential_restricted_data,306,0.08081526713152155,2,0
ALAS1,0.0693931995408637,0.0762647775812509,confidential_restricted_data,307,0.0728289885610573,2,0
ALAS1,0.0469367669616857,0.0351225989116121,confidential_restricted_data,308,0.0410296829366489,2,0
ALAS1,0.0472556083785345,0.0665637249304009,confidential_restricted_data,309,0.0569096666544677,2,0
ALAS1,0.093603877873493,0.1726283422162597,confidential_restricted_data,310,0.13311611004487633,2,0
ALAS1,0.1407785633294186,0.1592953216366268,confidential_restricted_data,311,0.15003694248302268,2,0
ALAS1,0.0561093133535466,0.0129844242438609,confidential_restricted_data,312,0.03454686879870375,2,0
ALAS1,0.0302388893633241,0.0381075412885255,confidential_restricted_data,313,0.0341732153259248,2,0
ALAS1,0.0396877696138345,0.0510919933916768,confidential_restricted_data,314,0.04538988150275565,2,0
ALAS1,0.0443747626329998,0.0541266412200239,confidential_restricted_data,315,0.04925070192651185,2,0
ALAS1,0.3199221572047107,0.1911348156084361,confidential_restricted_data,316,0.2555284864065734,2,0
ALAS1,0.0047469244367279,0.0308939630882809,confidential_restricted_data,317,0.017820443762504398,2,0
ALAS1,0.0044985401299253,0.0230336583260511,confidential_restricted_data,318,0.013766099227988202,2,0
ALAS1,0.0043568714228304,0.053181403356532,confidential_restricted_data,319,0.0287691373896812,2,0
ALAS1,0.0023842507837,0.0470622425549715,confidential_restricted_data,320,0.02472324666933575,2,0
ALAS1,0.0,0.0091537718158454,confidential_restricted_data,321,0.0045768859079227,2,0
ALAS1,0.0046563764156445,0.050892958661365,confidential_restricted_data,322,0.02777466753850475,2,0
ALAS1,0.0078225966902758,0.0443261458271173,confidential_restricted_data,323,0.02607437125869655,2,0
ALAS1,0.0191161425722903,0.0899457089591174,confidential_restricted_data,324,0.05453092576570385,2,0
ALAS1,0.0018601673454087,0.0205462664583421,confidential_restricted_data,325,0.011203216901875401,2,0
ALAS1,0.0041918651153909,0.0258693161979461,confidential_restricted_data,326,0.0150305906566685,2,0
ALAS1,0.0185424246676224,0.1306897719018112,confidential_restricted_data,327,0.0746160982847168,2,0
ALAS1,0.0102353119931419,0.0942738536903199,confidential_restricted_data,328,0.0522545828417309,2,0
ALAS1,0.0069307607182028,0.0617879162268153,confidential_restricted_data,329,0.03435933847250905,2,0
ALAS1,0.0028153419025396,0.0169643029708774,confidential_restricted_data,330,0.0098898224367085,2,0
ALAS1,0.0020260191573303,0.0365155549736059,confidential_restricted_data,331,0.0192707870654681,2,0
ALAS1,0.000908652649039,0.0088552709615726,confidential_restricted_data,332,0.0048819618053058,2,0
ALAS1,0.0029803733595458,0.0194517724466095,confidential_restricted_data,333,0.01121607290307765,2,0
ALAS1,0.0062923353734869,0.0346251329752535,confidential_restricted_data,334,0.020458734174370198,2,0
ALAS1,0.0022102864401042,0.0153226007572901,confidential_restricted_data,335,0.00876644359869715,2,0
ALAS1,0.3362666067439516,0.1804387534768456,confidential_restricted_data,336,0.2583526801103986,2,0
ALAS1,0.1726046861614068,0.1488981066104897,confidential_restricted_data,337,0.16075139638594826,2,0
ALAS1,0.0503776025412386,0.2074520318365025,confidential_restricted_data,338,0.12891481718887055,2,0
ALAS1,0.0352003084668612,0.1243220773757463,confidential_restricted_data,339,0.07976119292130375,2,0
ALAS1,0.0582614863304847,0.307547069328267,confidential_restricted_data,340,0.18290427782937585,2,0
ALAS1,0.0358734294353048,0.1973535077047976,confidential_restricted_data,341,0.1166134685700512,2,0
ALAS1,0.0680583276033438,0.4038107330353898,confidential_restricted_data,342,0.2359345303193668,2,0
ALAS1,0.0123978382083916,0.0516391846789623,confidential_restricted_data,343,0.03201851144367695,2,0
ALAS1,0.0218775230853741,0.0865130757455052,confidential_restricted_data,344,0.05419529941543964,2,0
ALAS1,0.0401045374556114,0.1460126303575374,confidential_restricted_data,345,0.0930585839065744,2,0
ALAS1,0.1518449571269587,0.1037758616611116,confidential_restricted_data,346,0.12781040939403515,2,0
ALAS1,0.0482303025922578,0.206307845805494,confidential_restricted_data,347,0.1272690741988759,2,0
ALAS1,0.0973119383781387,0.0051241199791184,confidential_restricted_data,348,0.05121802917862855,2,0
ALAS1,0.0431602134083971,0.0150241123402005,confidential_restricted_data,349,0.029092162874298798,2,0
ALAS1,0.0742420192436724,0.0346251081008871,confidential_restricted_data,350,0.05443356367227975,2,0
ALAS1,0.0775580411162458,0.0363165650171537,confidential_restricted_data,351,0.05693730306669975,2,0
ALAS1,0.0839982020502875,0.0552708571002722,confidential_restricted_data,352,0.06963452957527985,2,0
ALAS1,0.0870158817981093,0.0544748525006038,confidential_restricted_data,353,0.07074536714935656,2,0
ALAS1,0.0808077663356723,0.0453708467301488,confidential_restricted_data,354,0.06308930653291055,2,0
ALAS1,0.0882615805575281,0.0500970038104295,confidential_restricted_data,355,0.06917929218397881,2,0
ALAS1,0.0914993202120011,0.048256250946936,confidential_restricted_data,356,0.06987778557946855,2,0
ALAS1,0.0769486719043138,0.0378587913062795,confidential_restricted_data,357,0.057403731605296646,2,0
ALAS1,0.0758552142508118,0.0384557655037759,confidential_restricted_data,358,0.05715548987729385,2,0
ALAS1,0.0766190401257313,0.0358190921159725,confidential_restricted_data,359,0.056219066120851896,2,0
ALAS1,0.0833419636267229,0.0292024713479013,confidential_restricted_data,360,0.0562722174873121,2,0
ALAS1,0.0627103680420651,0.0287050462055037,confidential_restricted_data,361,0.0457077071237844,2,0
ALAS1,0.0619836964604226,0.0343763784658729,confidential_restricted_data,362,0.04818003746314775,2,0
ALAS1,0.0606483885970791,0.0295507423269606,confidential_restricted_data,363,0.04509956546201985,2,0
ALAS1,0.0529983394914722,0.0253221229207112,confidential_restricted_data,364,0.0391602312060917,2,0
ALAS1,0.0506816188872882,0.0204964630019047,confidential_restricted_data,365,0.03558904094459645,2,0
ALAS1,0.0343184077712525,0.0179592577280116,confidential_restricted_data,366,0.02613883274963205,2,0
ALAS1,0.0472498311637728,0.0203472516275235,confidential_restricted_data,367,0.03379854139564815,2,0
ALAS1,0.0674891605726591,0.0259688435128485,confidential_restricted_data,368,0.0467290020427538,2,0
ALAS1,0.0778244648479978,0.0298492247742023,confidential_restricted_data,369,0.05383684481110006,2,0
ALAS1,0.0879581186995455,0.032237198774221,confidential_restricted_data,370,0.060097658736883254,2,0
ALAS1,0.0864145472739543,0.0401472149577326,confidential_restricted_data,371,0.06328088111584346,2,0
ALAS1,0.0820484567385128,0.0386547753597212,confidential_restricted_data,372,0.060351616049117,2,0
ALAS1,0.0978012902647497,0.0436794023505629,confidential_restricted_data,373,0.0707403463076563,2,0
ALAS1,0.0842093446391286,0.0383562779878597,confidential_restricted_data,374,0.061282811313494154,2,0
ALAS1,0.0766309346732051,0.0365653091787979,confidential_restricted_data,375,0.0565981219260015,2,0
ALAS1,0.0786994494127506,0.0347743791737476,confidential_restricted_data,376,0.056736914293249105,2,0
ALAS1,0.0724924489144395,0.0273120762138647,confidential_restricted_data,377,0.0499022625641521,2,0
ALAS1,0.0647900264348772,0.029948757063978,confidential_restricted_data,378,0.0473693917494276,2,0
ALAS1,0.0596446693881308,0.0274612905731698,confidential_restricted_data,379,0.0435529799806503,2,0
ALAS1,0.0593888216479959,0.0265160845488669,confidential_restricted_data,380,0.0429524530984314,2,0
ALAS1,0.0566041382649216,0.0203472003863287,confidential_restricted_data,381,0.03847566932562515,2,0
ALAS1,0.0474667976737139,0.0188547498435962,confidential_restricted_data,382,0.03316077375865505,2,0
ALAS1,0.043286931296859,0.0215411913662367,confidential_restricted_data,383,0.03241406133154785,2,0
ALAS1,0.0518334882059621,0.0257698460940864,confidential_restricted_data,384,0.03880166715002425,2,0
ALAS1,0.0686568166336609,0.0358688164719248,confidential_restricted_data,385,0.05226281655279285,2,0
ALAS1,0.0728251118146144,0.0426843854572613,confidential_restricted_data,386,0.05775474863593785,2,0
ALAS1,0.0850422204459549,0.0435301113782092,confidential_restricted_data,387,0.06428616591208205,2,0
ALAS1,0.0838862685142787,0.0475598184360296,confidential_restricted_data,388,0.06572304347515415,2,0
ALAS1,0.0767300167806052,0.0418386733664611,confidential_restricted_data,389,0.059284345073533154,2,0
ALAS1,0.0732332449718076,0.0388040016587222,confidential_restricted_data,390,0.0560186233152649,2,0
ALAS1,0.0798066387296975,0.0400975134861974,confidential_restricted_data,391,0.05995207610794745,2,0
ALAS1,0.0753705521596002,0.0412417044920792,confidential_restricted_data,392,0.0583061283258397,2,0
ALAS1,0.0840561346760928,0.0340281680807702,confidential_restricted_data,393,0.059042151378431496,2,0
ALAS1,0.0699276481934508,0.0351226053789474,confidential_restricted_data,394,0.052525126786199104,2,0
ALAS1,0.0668328443051975,0.0278592908830546,confidential_restricted_data,395,0.047346067594126046,2,0
ALAS1,0.0625874740853475,0.027909044093272,confidential_restricted_data,396,0.045248259089309746,2,0
ALAS1,0.0549614009000411,0.0244266641367777,confidential_restricted_data,397,0.0396940325184094,2,0
ALAS1,0.0402431702507202,0.0171633078519494,confidential_restricted_data,398,0.028703239051334803,2,0
ALAS1,0.0360119724105324,0.0168648005303413,confidential_restricted_data,399,0.02643838647043685,2,0
ALAS1,0.0401649550981311,0.0158201109202722,confidential_restricted_data,400,0.027992533009201653,2,0
ALAS1,0.0341618984245789,0.0142281087355068,confidential_restricted_data,401,0.02419500358004285,2,0
ALAS1,0.0715258863939651,0.0341276356971932,confidential_restricted_data,402,0.05282676104557915,2,0
ALAS1,0.0914919657601247,0.0326351836619987,confidential_restricted_data,403,0.06206357471106169,2,0
ALAS1,0.0724141391515755,0.03691356473575,confidential_restricted_data,404,0.05466385194366275,2,0
ALAS1,0.0853846665275951,0.034973389029693,confidential_restricted_data,405,0.06017902777864405,2,0
ALAS1,0.0845721031875131,0.038455785403269,confidential_restricted_data,406,0.061513944295391046,2,0
ALAS1,0.0750729944618115,0.031789395505386,confidential_restricted_data,407,0.053431194983598745,2,0
ALAS1,0.0758647351582239,0.0338788820832898,confidential_restricted_data,408,0.05487180862075684,2,0
ALAS1,0.0770982663177299,0.0359185950539959,confidential_restricted_data,409,0.0565084306858629,2,0
ALAS1,0.0842391169357656,0.0365653086813105,confidential_restricted_data,410,0.06040221280853805,2,0
ALAS1,0.0706043068676171,0.0292025260715074,confidential_restricted_data,411,0.04990341646956225,2,0
ALAS1,0.0672934071234715,0.027660315353735,confidential_restricted_data,412,0.04747686123860325,2,0
ALAS1,0.0664563672669507,0.0266653257724877,confidential_restricted_data,413,0.0465608465197192,2,0
ALAS1,0.0522932510284939,0.0236306311803317,confidential_restricted_data,414,0.0379619411044128,2,0
ALAS1,0.0447106973720489,0.0216904373657359,confidential_restricted_data,415,0.0332005673688924,2,0
ALAS1,0.0397620722123965,0.0189542473092589,confidential_restricted_data,416,0.0293581597608277,2,0
ALAS1,0.0439876844535692,0.01815830240807,confidential_restricted_data,417,0.031072993430819602,2,0
ALAS1,0.0387893097249192,0.018257770024493,confidential_restricted_data,418,0.0285235398747061,2,0
ALAS1,0.0517400419967106,0.0182577749993663,confidential_restricted_data,419,0.03499890849803845,2,0
ALAS1,0.098639636701143,0.0182080163167883,confidential_restricted_data,420,0.058423826508965646,2,0
ALAS1,0.0883727895464949,0.014178398806687,confidential_restricted_data,421,0.05127559417659095,2,0
ALAS1,0.1190481137127936,0.035470846508767,confidential_restricted_data,422,0.0772594801107803,2,0
ALAS1,0.109756335620173,0.0542260889369538,confidential_restricted_data,423,0.0819912122785634,2,0
ALAS1,0.134517280485276,0.036217067551491,confidential_restricted_data,424,0.08536717401838351,2,0
ALAS1,0.1188208873772173,0.029799495940864,confidential_restricted_data,425,0.07431019165904065,2,0
ALAS1,0.1167132135646454,0.0265658019399966,confidential_restricted_data,426,0.071639507752321,2,0
ALAS1,0.1102436875174283,0.0252723761778292,confidential_restricted_data,427,0.06775803184762876,2,0
ALAS1,0.0917894156740559,0.0205959952916804,confidential_restricted_data,428,0.056192705482868144,2,0
ALAS1,0.0730348580037018,0.0128849118535783,confidential_restricted_data,429,0.04295988492864005,2,0
ALAS1,0.0861695389970882,0.0142281602254453,confidential_restricted_data,430,0.05019884961126675,2,0
ALAS1,0.1063829116578929,0.0204964744441132,confidential_restricted_data,431,0.06343969305100305,2,0
ALAS1,0.11020673082789,0.0191532671149508,confidential_restricted_data,432,0.0646799989714204,2,0
ALAS1,0.1089712427925713,0.0223869347489899,confidential_restricted_data,433,0.0656790887707806,2,0
ALAS1,0.117528805631123,0.0325357060958291,confidential_restricted_data,434,0.07503225586347605,2,0
ALAS1,0.0975617574078444,0.0293517473956351,confidential_restricted_data,435,0.06345675240173974,2,0
ALAS1,0.101552736167234,0.0289537674827307,confidential_restricted_data,436,0.06525325182498234,2,0
ALAS1,0.0897366685152636,0.0254216074517034,confidential_restricted_data,437,0.0575791379834835,2,0
ALAS1,0.1069708773909231,0.0249738449768294,confidential_restricted_data,438,0.06597236118387625,2,0
ALAS1,0.1013129362458818,0.0230834468578687,confidential_restricted_data,439,0.06219819155187525,2,0
ALAS1,0.0495689936711282,0.0083080418652501,confidential_restricted_data,440,0.028938517768189148,2,0
ALAS1,0.0845498877368849,0.017760277721306,confidential_restricted_data,441,0.051155082729095455,2,0
ALAS1,0.0847969127694846,0.0239291603913822,confidential_restricted_data,442,0.0543630365804334,2,0
ALAS1,0.1152313843254228,0.0313914305171015,confidential_restricted_data,443,0.07331140742126216,2,0
ALAS1,0.1062939983586482,0.0280085216594416,confidential_restricted_data,444,0.0671512600090449,2,0
ALAS1,0.0900704990738947,0.0195512375755959,confidential_restricted_data,445,0.0548108683247453,2,0
ALAS1,0.0786377599207124,0.0160191014239604,confidential_restricted_data,446,0.0473284306723364,2,0
ALAS1,0.0836513547944662,0.0168648204298345,confidential_restricted_data,447,0.05025808761215035,2,0
ALAS1,0.0637519493249547,0.0150738710227784,confidential_restricted_data,448,0.039412910173866555,2,0
ALAS1,0.0510288230274376,0.0114919657413311,confidential_restricted_data,449,0.031260394384384355,2,0
ALAS1,0.0178355182502477,0.265061129128582,confidential_restricted_data,450,0.14144832368941485,2,0
ALAS1,0.0332767510396627,0.3973433131944658,confidential_restricted_data,451,0.21531003211706426,2,0
ALAS1,0.0148117211697139,0.1643200590696554,confidential_restricted_data,452,0.08956589011968466,2,0
ALAS1,0.0698716963954266,0.018506533588143,confidential_restricted_data,453,0.0441891149917848,2,0
ALAS1,0.0418502826555016,0.0042286376640343,confidential_restricted_data,454,0.02303946015976795,2,0
ALAS1,0.0671383804036377,0.0083080383828388,confidential_restricted_data,455,0.037723209393238255,2,0
ALAS1,0.0484352080885452,0.0048753748224996,confidential_restricted_data,456,0.0266552914555224,2,0
ALAS1,0.0513742846618909,0.0050743702513124,confidential_restricted_data,457,0.028224327456601653,2,0
ALAS1,0.05863636098205,0.0052733656801252,confidential_restricted_data,458,0.0319548633310876,2,0
ALAS1,0.0258105584405728,0.0023879391759057,confidential_restricted_data,459,0.014099248808239252,2,0
ALAS1,0.0266885190373908,0.003183917906233,confidential_restricted_data,460,0.0149362184718119,2,0
ALAS1,0.0324944689755447,0.0046266366804521,confidential_restricted_data,461,0.0185605528279984,2,0
ALAS1,0.0472562790336478,0.0044773862533157,confidential_restricted_data,462,0.02586683264348175,2,0
ALAS1,0.0333649661390305,0.0042286388082551,confidential_restricted_data,463,0.0187968024736428,2,0
ALAS1,0.029294174630764,0.0028854260564808,confidential_restricted_data,464,0.0160898003436224,2,0
ALAS1,0.0455310199522722,0.0098502491006113,confidential_restricted_data,465,0.02769063452644175,2,0
ALAS1,0.0278196004427492,0.0048256270846429,confidential_restricted_data,466,0.01632261376369605,2,0
ALAS1,0.0281111641604628,0.0055718580771134,confidential_restricted_data,467,0.0168415111187881,2,0
ALAS1,0.0347204643140797,0.00457688640541,confidential_restricted_data,468,0.01964867535974485,2,0
ALAS1,0.0330958238588727,0.0055221043694088,confidential_restricted_data,469,0.01930896411414075,2,0
ALAS1,0.03054388414728,0.0035321605285146,confidential_restricted_data,470,0.0170380223378973,2,0
ALAS1,0.0359927018544107,0.0032834154216445,confidential_restricted_data,471,0.0196380586380276,2,0
ALAS1,0.0420264230354203,0.0053231183928552,confidential_restricted_data,472,0.02367477071413775,2,0
ALAS1,0.0337300983274766,0.0035321605285146,confidential_restricted_data,473,0.0186311294279956,2,0
ALAS1,0.0547526547056317,0.0033829138325331,confidential_restricted_data,474,0.029067784269082398,2,0
ALAS1,0.0276154661998421,0.0024874366415685,confidential_restricted_data,475,0.0150514514207053,2,0
ALAS1,0.0396053892139524,0.0045271334936851,confidential_restricted_data,476,0.022066261353818752,2,0
ALAS1,0.1688945274643352,0.2589420290204755,confidential_restricted_data,477,0.21391827824240534,2,0
ALAS1,0.1693789895566112,0.1792944530237516,confidential_restricted_data,478,0.1743367212901814,2,0
ALAS1,0.1531827152766626,0.2248147027604004,confidential_restricted_data,479,0.1889987090185315,2,0
ALAS1,0.0483064985939164,0.0257201058185396,confidential_restricted_data,480,0.037013302206228,2,0
ALAS1,0.0545358798114372,0.1053679713528886,confidential_restricted_data,481,0.0799519255821629,2,0
ALAS1,0.0374420977333145,0.0331824176834457,confidential_restricted_data,482,0.035312257708380104,2,0
ALAS1,0.0548853282510194,0.0292522399802258,confidential_restricted_data,483,0.0420687841156226,2,0
ALAS1,0.0502918089858693,0.0657678297779447,confidential_restricted_data,484,0.058029819381907,2,0
ALAS1,0.0399471706284715,0.0408436852776759,confidential_restricted_data,485,0.0403954279530737,2,0
ALAS1,0.0375670467689151,0.1018356416786824,confidential_restricted_data,486,0.06970134422379876,2,0
ALAS1,0.0353162072512275,0.1184516930725063,confidential_restricted_data,487,0.0768839501618669,2,0
ALAS1,0.0329606904463373,0.0722351774832061,confidential_restricted_data,488,0.0525979339647717,2,0
ALAS1,0.0399298761097372,0.0539276512635717,confidential_restricted_data,489,0.046928763686654454,2,0
ALAS1,0.0804712423782022,0.2500370874315821,confidential_restricted_data,490,0.16525416490489214,2,0
ALAS1,0.0564937903492163,0.0687030199396154,confidential_restricted_data,491,0.06259840514441585,2,0
ALAS1,0.0335488801302715,0.0764140844731991,confidential_restricted_data,492,0.0549814823017353,2,0
ALAS1,0.0110494884982911,0.0286552363812284,confidential_restricted_data,493,0.01985236243975975,2,0
ALAS1,0.0518248882517324,0.1165115173664493,confidential_restricted_data,494,0.08416820280909085,2,0
ALAS1,0.0171703469400936,0.0364160903421068,confidential_restricted_data,495,0.0267932186411002,2,0
ALAS1,0.003909942064931,0.1439729124119581,confidential_restricted_data,496,0.07394142723844455,2,0
ALAS1,0.0279180538109806,0.0635291014789328,confidential_restricted_data,497,0.0457235776449567,2,0
ALAS1,0.0206702217263887,0.1287992106070069,confidential_restricted_data,498,0.0747347161666978,2,0
ALAS1,0.0288196118869997,0.078951229053638,confidential_restricted_data,499,0.05388542047031885,2,0
ALAS1,0.0500806196906899,0.1032286305748398,confidential_restricted_data,500,0.07665462513276486,2,0
ALAS1,0.0144405566780432,0.0265160800714809,confidential_restricted_data,501,0.02047831837476205,2,0
ALAS1,0.040570342162155,0.1043230977222567,confidential_restricted_data,502,0.07244671994220585,2,0
ALAS1,0.0450756283639611,0.1432266167461348,confidential_restricted_data,503,0.09415112255504794,2,0
ALAS1,0.0608269840537519,0.0788020077295103,confidential_restricted_data,504,0.0698144958916311,2,0
ALAS1,0.0275309337156054,0.0794487611558113,confidential_restricted_data,505,0.05348984743570835,2,0
ALAS1,0.0333913695913216,0.103477274741531,confidential_restricted_data,506,0.0684343221664263,2,0
ALAS1,0.0452588190057584,0.0940250851517967,confidential_restricted_data,507,0.06964195207877755,2,0
ALAS1,0.0271455848682884,0.0553703495910616,confidential_restricted_data,508,0.041257967229675,2,0
ALAS1,0.0137045186791844,0.0235808506083113,confidential_restricted_data,509,0.01864268464374785,2,0
ALAS1,0.0325620183166354,0.0763145810376884,confidential_restricted_data,510,0.0544382996771619,2,0
ALAS1,0.0954119628613617,0.1731259086450587,confidential_restricted_data,511,0.1342689357532102,2,0
ALAS1,0.0477639410024505,0.0745235584999951,confidential_restricted_data,512,0.0611437497512228,2,0
ALAS1,0.1141226417233295,0.3540617847920064,confidential_restricted_data,513,0.23409221325766794,2,0
ALAS1,0.0388231730177474,0.0810904743141198,confidential_restricted_data,514,0.0599568236659336,2,0
ALAS1,0.0395351045580782,0.0883537594582601,confidential_restricted_data,515,0.06394443200816916,2,0
ALAS1,0.0310567880043522,0.0809412330904989,confidential_restricted_data,516,0.05599901054742555,2,0
ALAS1,0.0739940373299378,0.2942639337929933,confidential_restricted_data,517,0.18412898556146556,2,0
ALAS1,0.012222894229291,0.0209442115471336,confidential_restricted_data,518,0.0165835528882123,2,0
ALAS1,0.0093249503711623,0.0203969650387546,confidential_restricted_data,519,0.01486095770495845,2,0
ALAS1,0.0278177250036288,0.0513904260901856,confidential_restricted_data,520,0.0396040755469072,2,0
ALAS1,0.0052587768023902,0.053728581709147,confidential_restricted_data,521,0.029493679255768603,2,0
ALAS1,0.0292954991746127,0.0319884103362046,confidential_restricted_data,522,0.03064195475540865,2,0
ALAS1,0.0205375589593868,0.0437290983497375,confidential_restricted_data,523,0.03213332865456215,2,0
ALAS1,0.0108576044895876,0.0206954509684075,confidential_restricted_data,524,0.01577652772899755,2,0
ALAS1,0.0258456277150065,0.0638773580308595,confidential_restricted_data,525,0.044861492872933006,2,0
ALAS1,0.0086174379689888,0.0269140863512137,confidential_restricted_data,526,0.01776576216010125,2,0
ALAS1,0.0361519369350805,0.0678074979747912,confidential_restricted_data,527,0.05197971745493585,2,0
ALAS1,0.0274670885464173,0.0675587956020826,confidential_restricted_data,528,0.04751294207424995,2,0
ALAS1,0.0368543391848103,0.0893486933209266,confidential_restricted_data,529,0.06310151625286844,2,0
ALAS1,0.0278761019384466,0.0667130656514873,confidential_restricted_data,530,0.04729458379496695,2,0
ALAS1,0.0538859491387329,0.1615343474330611,confidential_restricted_data,531,0.107710148285897,2,0
ALAS1,0.0192874889657473,0.182329105826972,confidential_restricted_data,532,0.10080829739635966,2,0
ALAS1,0.0117067640420845,0.0192527760228221,confidential_restricted_data,533,0.0154797700324533,2,0
ALAS1,0.0426207492136413,0.0757175982336612,confidential_restricted_data,534,0.05916917372365125,2,0
ALAS1,0.0285431415021307,0.0456693382316598,confidential_restricted_data,535,0.03710623986689525,2,0
ALAS1,0.0252462057555229,0.0268643207038132,confidential_restricted_data,536,0.02605526322966805,2,0
ALAS1,0.0295057878757828,0.0632306289814377,confidential_restricted_data,537,0.04636820842861025,2,0
ALAS1,0.0841542443335786,0.1655139396073765,confidential_restricted_data,538,0.12483409197047755,2,0
ALAS1,0.1059275188719833,0.2773493049318481,confidential_restricted_data,539,0.19163841190191572,2,0
ALAS1,0.0789347667232295,0.1005919129106642,confidential_restricted_data,540,0.08976333981694684,2,0
ALAS1,0.0089815701627571,0.0465648139301625,confidential_restricted_data,541,0.0277731920464598,2,0
ALAS1,0.0243165508230516,0.0475598224159283,confidential_restricted_data,542,0.03593818661948995,2,0
ALAS1,0.0903939452566554,0.1785979757389857,confidential_restricted_data,543,0.13449596049782053,2,0
ALAS1,0.0045710415404687,0.0409432220448375,confidential_restricted_data,544,0.022757131792653103,2,0
ALAS1,0.0033625413854683,0.0458683316705233,confidential_restricted_data,545,0.0246154365279958,2,0
ALAS1,0.0338896411909395,0.0500472152786119,confidential_restricted_data,546,0.0419684282347757,2,0
ALAS1,0.0688590574734713,0.1362615951548117,confidential_restricted_data,547,0.1025603263141415,2,0
ALAS1,0.0325378280262182,0.0538778446729641,confidential_restricted_data,548,0.04320783634959115,2,0
ALAS1,0.0406356424134193,0.049301014135381,confidential_restricted_data,549,0.04496832827440015,2,0
ALAS1,0.0126058862029242,0.0336301503588289,confidential_restricted_data,550,0.023118018280876552,2,0
ALAS1,0.0202032804989478,0.0509427317710755,confidential_restricted_data,551,0.03557300613501165,2,0
ALAS1,0.0461226814740162,0.1141735189534836,confidential_restricted_data,552,0.0801481002137499,2,0
ALAS1,0.0471051888198094,0.1344708213607825,confidential_restricted_data,553,0.09078800509029596,2,0
ALAS1,0.049255974977781,0.0983531900840129,confidential_restricted_data,554,0.07380458253089694,2,0
ALAS1,0.0193185726326505,0.1013879204952565,confidential_restricted_data,555,0.060353246563953494,2,0
ALAS1,0.1070278890635461,0.2814288303707258,confidential_restricted_data,556,0.19422835971713595,2,0
ALAS1,0.0091931414918313,0.0155216195680073,confidential_restricted_data,557,0.0123573805299193,2,0
ALAS1,0.0357148590217562,0.0791004956491126,confidential_restricted_data,558,0.05740767733543441,2,0
ALAS1,0.0792184801833222,0.0758171131113805,confidential_restricted_data,559,0.07751779664735134,2,0
ALAS1,0.0042369079894381,0.0626833784931601,confidential_restricted_data,560,0.033460143241299097,2,0
ALAS1,0.0038468346163676,0.0526341459034318,confidential_restricted_data,561,0.028240490259899702,2,0
ALAS1,0.0590634221822177,0.1155167287700827,confidential_restricted_data,562,0.0872900754761502,2,0
ALAS1,0.0496347023034526,0.100790947640976,confidential_restricted_data,563,0.07521282497221429,2,0
ALAS1,0.023325869868065,0.0560170806304328,confidential_restricted_data,564,0.0396714752492489,2,0
ALAS1,0.0710357536731864,0.195761562183839,confidential_restricted_data,565,0.1333986579285127,2,0
ALAS1,0.0317261952201059,0.0337794363563092,confidential_restricted_data,566,0.032752815788207545,2,0
ALAS1,0.0311596736843235,0.1084025186887955,confidential_restricted_data,567,0.0697810961865595,2,0
ALAS1,0.022935349790785,0.037659820602587,confidential_restricted_data,568,0.030297585196686,2,0
ALAS1,0.0122556641147648,0.0461668116303284,confidential_restricted_data,569,0.029211237872546602,2,0
ALAS1,0.0133129279489199,0.0302472295614731,confidential_restricted_data,570,0.0217800787551965,2,0
ALAS1,0.0818207908843177,0.2549125070279412,confidential_restricted_data,571,0.16836664895612946,2,0
ALAS1,0.0356251349483835,0.077906468850117,confidential_restricted_data,572,0.05676580189925025,2,0
ALAS1,0.0244107527169041,0.0609919464512599,confidential_restricted_data,573,0.042701349584082005,2,0
ALAS1,0.0726176614216917,0.091686782276586,confidential_restricted_data,574,0.08215222184913884,2,0
ALAS1,0.0155575878587779,0.0909904497606327,confidential_restricted_data,575,0.053274018809705295,2,0
